title,director,actors,country,release_year,rating,duration,year_added,month_added,day_added,genres,budget,color
AK vs AK,Vikramaditya Motwane,52,India,2020,60,109,2020,12,25,Comedies,103000000,Color
Al acecho,Francisco D'Eufemia,25,,2019,80,81,2021,1,12,International,102000000,Color
Ala Vaikunthapurramuloo,Trivikram Srinivas,26,India,2020,80,162,2020,2,27,Action,100000000,Color
Alakada Reloaded,Toyin Abraham,30,,2017,100,104,2020,3,6,Comedies,150000000, Black and White
Alan Saldaña: Mi vida de pobre,"Raúl Campos, Jan Suter",34,Mexico,2017,0,54,2017,8,4,Stand-Up,100000000,Color
Alarmoty in the Land of Fire,,33,Egypt,2017,60,94,2019,8,5,Comedies,102000000,Color
Alaska Is a Drag,Shaz Bennett,39,United,2017,100,83,2020,12,31,Dramas,100000000,Color
Albert Pinto Ko Gussa Kyun Aata Hai?,Soumitra Ranade,29,India,2019,80,85,2019,12,31,Dramas,100000000,Color
Albion: The Enchanted Stallion,Castille Landon,50,United,2016,80,106,2017,7,1,Children,115000000,Color
Alejandro Riaño: Especial de stand up,,31,Colombia,2018,80,60,2018,1,10,Stand-Up,100000000,Color
Alejandro Sanz: What I Was Is What I Am,"Gervasio Iglesias, Alexis Morante",49,Spain,2018,80,102,2018,8,18,Documentaries,100000000,Color
Alelí,Leticia Jorge Romero,33,Uruguay,2019,40,88,2020,4,16,Comedies,100000000,Color
Alex Fernández: The Best Comedian in the World,Alex Díaz,47,Mexico,2020,100,51,2020,1,23,Stand-Up,100000000,Color
Alex Strangelove,Craig Johnson,16,United,2018,60,100,2018,6,8,Comedies,100000000,Color
Alexandria ... Why?,Youssef Chahine,38,Egypt,1979,100,131,2020,6,18,Classic,100000000,Color
Alexandria: Again and Forever,Youssef Chahine,36,France,1989,66,109,2020,6,18,Classic,100000000,Color
Alexis Viera: A Story of Surviving,Luis Ara,30,Uruguay,2019,100,69,2019,3,20,Documentaries,92000000,Color
Ali & Alia,Hussein El Ansary,35,United,2019,80,106,2020,5,12,Dramas,100000000,Color
Ali Baba ve 7 Cüceler,Cem Yılmaz,49,Turkey,2015,60,115,2020,7,1,Action,100000000, Black and White
Ali Wong: Baby Cobra,Jay Karas,58,United,2016,100,60,2016,5,6,Stand-Up,100000000,Color
Ali Wong: Hard Knock Wife,Jay Karas,45,United,2018,80,64,2018,5,13,Stand-Up,150000000,Color
Ali's Wedding,Jeffrey Walker,47,Australia,2018,95,110,2018,6,8,Comedies,100000000,Color
"Alias JJ, la celebridad del mal",,11,,2017,50,54,2017,9,1,Documentaries,100000000,Color
Alibaba Aur 40 Chor,"Latif Faiziyev, Umesh Mehra",41,Soviet,1980,100,147,2018,1,15,Action,83000000,Color
Alice Doesn't Live Here Anymore,Martin Scorsese,56,United,1974,80,112,2019,7,1,Classic,100000000,Color
Alice Junior,Gil Baroni,21,Brazil,2019,55,87,2020,10,23,Comedies,100000000,Color
Alien Contact: Outer Space,J. Michael Long,48,United,2017,70,63,2018,1,9,Documentaries,100000000,Color
Alien Warfare,Jeremiah Jones,15,United,2019,80,88,2019,4,5,Action,105000000,Color
Alien Xmas,Stephen Chiodo,26,United,2020,100,42,2020,11,20,Children,102000000,Color
Aliens Ate My Homework,Sean McNamara,33,United,2018,80,90,2018,3,6,Children,80000000,Color
Alive and Kicking,Susan Glatzer,31,Sweden,2016,80,89,2017,8,10,Documentaries,100000000,Color
All About Love,Adze Ugah,57,South,2017,100,79,2020,3,6,Dramas,100000000,Color
All About Nina,Eva Vives,43,United,2018,80,101,2019,3,18,Comedies,140000000,Color
All Because of You,Adrian Teh,43,Malaysia,2020,80,102,2020,10,1,Action,100000000,Color
All Day and a Night,Joe Robert Cole,35,United,2020,80,122,2020,5,1,Dramas,90000000,Color
All Dogs Go to Heaven,"Don Bluth, Gary Goldman, Dan Kuenster",53,Ireland,1989,80,85,2020,6,1,Children,105000000,Color
All Good Ones Get Away,Víctor García,29,Spain,2019,100,83,2019,7,30,International,84000000,Color
All Hallows' Eve,Charlie Vaughn,54,United,2016,60,92,2017,8,1,Children,100000000,Color
All In My Family,Hao Wu,10,United,2019,100,40,2019,5,3,Documentaries,100000000,Color
All Light Will End,Chris Blake,54,United,2018,80,84,2019,2,2,Horror,100000000,Color
All of You,Dan Villegas,58,Philippines,2017,100,104,2019,1,11,Comedies,99000000,Color
All the Boys Love Mandy Lane,Jonathan Levine,26,United,2006,100,91,2018,7,3,Horror,10000000,Color
All The Bright Places,Brett Haley,21,United,2020,100,109,2020,2,28,Dramas,98000000,Color
All the Devil's Men,Matthew Hope,39,United,2018,60,100,2019,5,15,Action,100000000,Color
All the Freckles in the World,Yibrán Asuad,54,Mexico,2020,100,90,2020,1,3,Comedies,94000000,Color
All The Reasons To Forget,Pedro Coutinho,15,Brazil,2017,80,90,2018,4,19,Comedies,100000000,Color
All Together Now,Brett Haley,18,United,2020,40,94,2020,8,29,Dramas,90000000,Color
"All's Well, End's Well (2009)",Vincent Kok,28,Hong,2009,80,99,2018,11,9,Comedies,92000000,Color
Alles ist gut,Eva Trobisch,12,Germany,2019,80,90,2019,6,6,Dramas,95000000,Color
AllI Wish,Susan Walter,53,United,2017,80,95,2020,3,18,Dramas,93000000,Color
Almost Love,Mike Doyle,36,United,2020,100,92,2020,8,2,Comedies,100000000,Color
Alone in Berlin,Vincent Perez,52,United,2016,100,103,2019,2,15,Dramas,95000000,Color
Alone/Together,Antoinette Jadaone,35,Philippines,2019,100,103,2020,11,5,Dramas,95000000,Color
Along Came a Spider,Lee Tamahori,27,United,2001,60,103,2019,10,1,Thrillers,95000000,Color
Alpha and Omega 2: A Howl-iday Adventure,Richard Rich,20,United,2013,60,45,2019,10,1,Children,65000000,Color
Alpha and Omega: The Legend of the Saw Tooth Cave,Richard Rich,16,United,2014,60,45,2020,1,1,Children,94000000,Color
AlphaGo,Greg Kohs,10,United,2017,60,90,2018,1,1,Documentaries,94000000,Color
Alt-Right: Age of Rage,Adam Bhala Lough,12,,2018,80,106,2019,1,28,Documentaries,94000000,Color
Altered Carbon: Resleeved,"Takeru Nakajima, Yoshiyuki Okada",27,Japan,2020,100,75,2020,3,19,Action,95000000,Color
Always a Bridesmaid,Trey Haley,29,United,2019,80,98,2020,3,3,Comedies,115000000,Color
Always Be My Maybe,Dan Villegas,20,Philippines,2016,80,112,2020,9,1,International,100000000,Color
Amanda Knox,"Rod Blackhurst, Brian McGinn",38,Denmark,2016,80,92,2016,9,30,Documentaries,93000000,Color
Amandla! A Revolution in Four Part Harmony,Lee Hirsch,27,South,2002,40,103,2020,9,28,Documentaries,93000000,Color
Amar,Esteban Crespo,23,Spain,2017,80,104,2017,7,15,Dramas,90000000,Color
Amar Akbar & Tony,Atul Malhotra,48,United,2015,100,92,2017,6,20,Comedies,92000000,Color
Amar Akbar Anthony,Manmohan Desai,37,India,1977,100,172,2019,12,31,Action,107000000,Color
Amar's Hands,Khaled Youssef,39,Egypt,2011,80,125,2019,4,26,Dramas,92000000,Color
Amateur,Ryan Koo,11,United,2018,80,96,2018,4,6,Dramas,98000000,Color
Amelia: A Tale of Two Sisters,Edward Cotterill,28,United,2017,80,44,2017,6,1,Documentaries,95000000,Color
American Anarchist,Charlie Siskel,51,United,2016,80,81,2017,6,23,Documentaries,90000000,Color
American Assassin,Michael Cuesta,50,United,2017,70,112,2020,1,31,Action,90000000,Color
American Beauty,Sam Mendes,32,United,1999,100,122,2020,1,1,Dramas,100000000,Color
American Circumcision,Brendon Marotta,36,United,2017,100,101,2018,12,16,Documentaries,90000000,Color
American Experience: Ruby Ridge,Barak Goodman,29,United,2017,70,53,2017,4,19,Documentaries,100000000,Color
American Experience: The Island Murder,Mark Zwonitzer,39,United,2018,80,53,2019,5,1,Documentaries,100000000,Color
American Factory,"Steven Bognar, Julia Reichert",27,United,2019,80,110,2019,8,21,Documentaries,90000000,Color
American Factory: A Conversation with the Obamas,,58,United,2019,80,10,2019,9,5,Documentaries,90000000,Color
American Hangman,Wilson Coneybeare,34,Canada,2019,70,99,2019,7,30,Thrillers,92000000,Color
American Heist,Sarik Andreasyan,58,Canada,2014,80,95,2019,10,23,Action,90000000,Color
American History X,Tony Kaye,37,United,1998,80,119,2019,11,1,Dramas,90000000,Color
American Honey,Andrea Arnold,47,United,2016,75,163,2019,4,27,Dramas,92000000,Color
American Masters: Ted Williams,Nick Davis,39,United,2018,86,55,2019,4,1,Documentaries,90000000,Color
American Murder: The Family Next Door,Jenny Popplewell,36,United,2020,20,84,2020,9,30,Documentaries,90000000,Color
American Pie 9: Girls' Rules,Mike Elliott,28,United,2020,70,96,2020,10,6,Comedies,90000000,Color
American Psycho,Mary Harron,37,United,2000,60,102,2019,9,1,Comedies,90000000,Color
American Son,Kenny Leon,43,United,2019,80,90,2019,11,1,Dramas,120000000,Color
American Warfighter,Jerry G. Angelo,57,United,2019,100,106,2019,9,13,Dramas,90000000,Color
Amit Tandon: Family Tandoncies,,42,India,2019,80,72,2020,2,28,Stand-Up,75000000,Color
Among Family,Ozan Açıktan,32,Turkey,2017,80,127,2019,2,15,Comedies,90000000,Color
Amrapali,Lekh Tandon,42,India,1966,100,116,2017,7,1,Dramas,88000000,Color
Amy,Asif Kapadia,33,United,2015,100,128,2018,7,26,Documentaries,100000000,Color
Amy Schumer Growing,Amy Schumer,26,United,2019,80,61,2019,3,19,Stand-Up,90000000,Color
Amy Schumer: The Leather Special,Amy Schumer,43,United,2017,100,57,2017,3,7,Stand-Up,90000000,Color
An American in Madras,Karan Bali,30,India,2013,100,80,2017,1,1,Documentaries,95000000,Color
An American Tail,Don Bluth,49,United,1986,40,80,2018,4,1,Children,80000000,Color
An American Tail: Fievel Goes West,"Phil Nibbelink, Simon Wells",47,United,1991,80,75,2018,4,1,Children,90000000,Color
An American Tail: The Mystery of the Night Monster,Larry Latham,39,United,1999,100,75,2018,4,1,Children,95000000,Color
An American Tail: The Treasures of Manhattan Island,Larry Latham,44,United,2000,100,79,2018,4,1,Children,90000000,Color
An Easy Girl,Rebecca Zlotowski,20,France,2019,100,93,2020,8,13,Comedies,68000000,Color
An Egyptian Story,Youssef Chahine,13,Egypt,1982,80,129,2020,6,18,Classic,92000000,Color
An Evening with Beverly Luff Linn,Jim Hosking,54,United,2018,80,108,2020,6,17,Comedies,90000000,Color
An Hour and a Half,Wael Ehsan,59,Egypt,2012,100,87,2019,4,26,Dramas,90000000,Color
An Imperfect Murder,James Toback,17,United,2017,100,71,2021,1,13,Dramas,100000000,Color
An Interview with God,Perry Lang,14,United,2018,100,97,2019,3,1,Dramas,90000000,Color
An Ordinary Man,Brad Silberling,17,Serbia,2017,80,91,2020,10,1,Dramas,86000000,Color
An Unremarkable Christmas,Juan Camilo Pinzon,30,Colombia,2020,80,83,2020,12,17,Comedies,100000000,Color
An Upper Egyptian,"Ismail Farouk, Hazem Fouda",49,Egypt,2014,80,85,2019,6,20,Comedies,120000000,Color
Ana e Vitória,Matheus Souza,49,Brazil,2018,100,116,2018,11,2,Comedies,20000000,Color
Anaamika,Sekhar Kammula,31,India,2014,80,130,2020,9,17,International,88000000,Color
Anarkali of Aarah,Avinash Das,50,India,2017,100,111,2017,8,1,Dramas,90000000,Color
Anchor and Hope,Carlos Marques-Marcet,10,Spain,2017,75,113,2019,2,15,Comedies,87000000, Black and White
Anchor Baby,Lonzo Nzekwe,13,Canada,2010,90,97,2020,5,20,Dramas,92000000,Color
And Breathe Normally,Ísold Uggadóttir,19,Iceland,2018,80,102,2019,1,4,Dramas,38000000,Color
Andaleeb El Dokki,Wael Ehsan,30,Egypt,2008,100,106,2020,6,2,Comedies,90000000,Color
Andaz Apna Apna,Rajkumar Santoshi,13,India,1994,100,160,2020,5,11,Action,100000000,Color
Andhadhun,Sriram Raghavan,19,India,2018,35,137,2018,12,16,Comedies,75000000,Color
Andhaghaaram,V Vignarajan,59,,2020,75,171,2020,11,24,Horror,85000000,Color
Andhakaaram,V Vignarajan,20,India,2020,100,171,2020,11,24,Horror,85000000,Color
André & his olive tree,Josiah Ng,11,Singapore,2020,90,104,2020,12,8,Documentaries,75000000,Color
Anelka: Misunderstood,Franck Nataf,55,France,2020,100,95,2020,8,5,Documentaries,85000000,Color
Anesthesia,Tim Blake Nelson,34,United,2015,60,90,2018,12,30,Dramas,85000000,Color
Angamaly Diaries,Lijo Jose Pellissery,18,India,2017,100,128,2018,7,1,Action,,Color
Angel Eyes,Luis Mandoki,31,United,2001,85,103,2020,9,5,Dramas,85000000,Color
Angel Has Fallen,Ric Roman Waugh,59,United,2019,100,121,2020,4,4,Action,85000000,Color
Angela's Christmas,Damien O’Connor,51,Ireland,2018,50,30,2018,11,30,Children,75000000,Color
Angela's Christmas Wish,Damien O’Connor,38,United,2020,75,48,2020,12,1,Children,85000000,Color
Angels & Demons,Ron Howard,12,United,2009,75,139,2020,12,1,Thrillers,90000000,Color
Anger Management,Peter Segal,19,United,2003,0,105,2019,11,1,Comedies,85000000,Color
Angry Indian Goddesses,Pan Nalin,21,India,2015,65,104,2017,3,14,Dramas,85000000,Color
Angu Vaikuntapurathu (Malayalam),Trivikram Srinivas,50,,2020,75,162,2020,3,5,Action,85000000,Color
Ani... Dr. Kashinath Ghanekar,Abhijeet Deshpande,52,India,2018,70,157,2020,9,10,Dramas,85000000,Color
ANIMA,Paul Thomas Anderson,50,United,2019,70,15,2019,6,27,Dramas,68000000,Color
Animal Crackers,"Tony Bancroft, Scott Christian Sava",52,China,2020,100,106,2020,7,24,Children,85000000,Color
Animal World,Han Yan,49,China,2018,80,130,2018,9,28,Action,70000000,Color
Animas,"Laura Alvea, José Ortuño",31,Spain,2018,76,88,2019,1,25,Horror,85000000,Color
Anjaan,N. Linguswamy,41,India,2014,80,146,2018,10,1,Action,85000000,Color
Anjelah Johnson: Not Fancy,Jay Karas,50,United,2015,100,64,2015,10,2,Stand-Up,100000000,Color
Ankhon Dekhi,Rajat Kapoor,43,India,2013,86,104,2020,9,28,Dramas,90000000,Color
Ankur Arora Murder Case,Sohail Tatari,12,India,2013,90,127,2017,10,15,Dramas,85000000,Color
Annabelle Hooper and the Ghosts of Nantucket,Paul Serafini,11,United,2016,100,92,2017,8,1,Children,85000000,Color
Anon,Andrew Niccol,43,United,2018,70,100,2018,5,4,Dramas,85000000,Color
Another Forever,Juan Zapata,20,Brazil,2016,85,72,2017,3,21,Dramas,60000000,Color
Ant-Man and the Wasp,Peyton Reed,35,United,2018,75,118,2019,1,29,Action,60000000,Color
Antar: Son of Shadad,Sherif Ismail,19,Egypt,2017,100,110,2019,5,9,Comedies,65000000,Color
Antariksha Ke Rakhwale,Anirban Majumder,11,,2018,75,65,2019,6,18,Children,84000000,Color
Anthony Jeselnik: Fire in the Maternity Ward,Marcus Raboy,43,United,2019,70,64,2019,4,30,Stand-Up,35000000,Color
Anthony Jeselnik: Thoughts and Prayers,Adam Dubin,17,United,2015,100,59,2015,10,16,Stand-Up,70000000,Color
Anthony Kaun Hai?,Raj Kaushal,34,India,2006,95,122,2018,7,1,Comedies,8000000,Color
Antidote,Ken Barbet,10,United,2018,40,90,2019,4,14,Action,85000000,Color
Antoine Griezmann: The Making of a Legend,,45,,2019,50,60,2019,3,21,Documentaries,85000000,Color
Anwar,Manish Jha,24,India,2007,0,134,2019,12,31,Dramas,85000000,Color
Apache Warrior,"David Salzberg, Christian Tureaud",33,United,2017,100,89,2019,11,1,Documentaries,65000000,Color
Apaharan,Prakash Jha,42,India,2005,80,161,2021,1,8,Dramas,82000000,Color
APEX: The Story of the Hypercar,"J.F. Musial, Josh Vietze",37,United,2016,0,86,2016,8,1,Documentaries,81000000,Color
Apollo 18,Gonzalo López-Gallego,22,United,2011,70,87,2019,3,9,Horror,80000000,Color
Apostle,Gareth Evans,58,United,2018,100,130,2018,10,12,Horror,80000000,Color
April and the Extraordinary World,"Christian Desmares, Franck Ekinci",37,France,2015,90,107,2017,10,1,Action,78000000,Color
Arès,Jean-Patrick Benes,42,France,2016,40,80,2017,5,23,Action,80000000,Color
"Aram, Aram",Christopher Chambers,29,United,2015,40,79,2017,2,15,Dramas,80000000,Color
Arango y Sanint: Ríase el show,"Raúl Campos, Jan Suter",58,Colombia,2018,75,62,2018,1,17,Stand-Up,80000000,Color
Arctic Dogs,Aaron Woodley,44,India,2019,75,93,2020,5,4,Children,80000000,Color
Arctic Heart,Marie Madinier,20,France,2016,75,81,2017,4,14,Dramas,80000000,Color
Are We Done Yet?,Khaled El Halafawy,17,Egypt,2018,90,87,2019,8,1,Comedies,75000000,Color
Ari Eldjárn: Pardon My Icelandic,August Jakobsson,20,Iceland,2020,80,54,2020,12,2,Stand-Up,84000000,Color
"Ariana grande: excuse me, i love you",Paul Dugdale,50,United,2020,100,98,2020,12,21,Documentaries,82000000,Color
Arisan 2,Nia Dinata,56,Indonesia,2011,100,113,2018,9,15,Comedies,75000000,Color
Arjun: The Warrior Prince,Arnab Chaudhuri,46,India,2011,86,91,2018,11,1,Action,80000000,Color
ARQ,Tony Elliott,18,Canada,2016,80,89,2016,9,16,International,80000000,Color
Arsenio Hall: Smart & Classy,Brian Volk-Weiss,22,United,2019,100,63,2019,10,29,Stand-Up,80000000,Color
Arthur,Jason Winer,35,United,2011,100,110,2019,4,1,Comedies,80000000,Color
Arthur Christmas,Sarah Smith,36,United,2011,100,98,2020,1,1,Children,80000000,Color
Article 15,Anubhav Sinha,10,India,2019,100,125,2019,9,6,Dramas,75000000,Color
Aruna & Her Palate,Edwin,24,Indonesia,2018,70,106,2020,1,1,Dramas,80000000,Color
"As Above, So Below",John Erick Dowdle,24,United,2014,90,93,2018,9,16,Horror,80000000,Color
As Good as It Gets,James L. Brooks,55,United,1997,85,139,2020,1,1,Comedies,80000000,Color
Ascharyachakit!,Samit Kakkad,17,India,2018,100,90,2018,12,19,Dramas,80000000,Color
Asees,Rana Ranbir,41,India,2018,100,123,2018,11,1,Dramas,80000000,Color
Asoka,Santosh Sivan,29,India,2001,60,168,2017,3,15,Action,75000000,Color
Asperger's Are Us,Alex Lehmann,10,United,2016,100,83,2016,12,11,Documentaries,80000000,Color
Asphalt Burning,Hallvard Bræin,33,Norway,2020,100,101,2021,1,2,Action,79000000,Color
Assimilate,John Murlowski,22,United,2019,85,94,2019,10,25,Horror,80000000,Color
Asu Mare 2,Ricardo Maldonado,20,Peru,2015,100,100,2016,12,1,Comedies,80000000,Color
Asura Guru,A. Raajdheep,51,India,2020,85,117,2020,6,13,Dramas,80000000,Color
Asura: The City of Madness,Sung-soo Kim,38,South,2016,55,133,2018,2,15,Action,80000000,Color
At All Costs,Mike Nicoll,17,United,2016,70,81,2016,12,14,Documentaries,65000000,Color
At First Light,Jason Stone,42,Canada,2018,100,91,2018,12,27,Dramas,80000000,Color
Athlete A,"Bonni Cohen, Jon Shenk",43,United,2020,90,104,2020,6,24,Documentaries,75000000,Color
Atlantics,Mati Diop,12,France,2019,75,106,2019,11,29,Dramas,68000000,Color
Atlas Shrugged: Part II,John Putch,59,United,2012,100,112,2020,12,19,Dramas,70000000,Color
ATM,Mez Tharatorn,33,United,2012,100,122,2018,9,5,Comedies,80000000,Color
Attacking the Devil: Harold Evans and the Last Nazi War Crime,"David Morris, Jacqui Morris",25,United,2014,85,102,2016,5,15,Documentaries,80000000,Color
Attitude Test,"Fabrizio Copano, Augusto Matte",40,Chile,2016,80,88,2018,8,19,Comedies,80000000,Color
Audrie & Daisy,"Bonni Cohen, Jon Shenk",43,United,2016,80,99,2016,9,23,Documentaries,80000000,Color
Aurora,Cristi Puiu,44,Romania,2010,0,186,2020,3,4,Dramas,80000000,Color
Auschwitz: Blueprints of Genocide,Mike Rossiter,23,United,1994,95,49,2019,1,19,Documentaries,80000000,Color
Austin Powers in Goldmember,Jay Roach,22,United,2002,100,94,2019,12,1,Action,80000000,Color
Austin Powers: International Man of Mystery,Jay Roach,56,United,1997,75,90,2019,12,1,Comedies,80000000, Black and White
Austin Powers: The Spy Who Shagged Me,Jay Roach,52,United,1999,85,95,2019,12,1,Action,80000000,Color
Autohead,Rohit Mittal,19,India,2016,80,97,2017,1,1,Dramas,80000000,Color
Automata,Gabe Ibáñez,47,Bulgaria,2014,70,110,2017,9,8,International,90000000,Color
Ava,Tate Taylor,31,United,2020,100,97,2020,12,7,Action,80000000,Color
Ave Maryam,Ertanto Robby Soediskam,30,Indonesia,2018,70,73,2020,9,3,Dramas,75000000,Color
Avengement,Jesse V. Johnson,47,United,2019,100,88,2019,9,17,Action,85000000,Color
Avengers: Infinity War,"Anthony Russo, Joe Russo",16,United,2018,100,150,2018,12,25,Action,80000000,Color
Avicii: True Stories,Levan Tsikurishvili,14,Sweden,2017,70,97,2018,12,28,Documentaries,88000000,Color
Await Further Instructions,Johnny Kevorkian,27,United,2018,50,91,2019,2,2,Horror,70000000,Color
Awake,"Aleksandr Chernyaev, Fedor Lyass",20,United,2019,100,92,2019,11,24,Thrillers,70000000,Color
Awe,Prasanth Varma,45,India,2018,20,111,2019,2,15,Dramas,70000000,Color
Axone,Nicholas Kharkongor,53,India,2020,75,101,2020,6,12,Comedies,80000000,Color
Ayana,Gangadhar Salimath,29,India,2017,100,112,2019,2,15,Dramas,80000000,Color
"Ayotzinapa, el paso de la tortuga",Enrique García Meza,44,Mexico,2018,90,73,2018,12,1,Documentaries,80000000,Color
Azali,Kwabena Gyansah,42,Ghana,2018,75,89,2020,2,7,Dramas,80000000,Color
